Sub_ID,Age,Region,Ethnicity_Group,Age_Groups,Gender_Group,Email_Flag,SM_Flag,month_id,watch_date,day_of_week,day_name,watch_Minutes,day_classification,month_name,tv_channel,watch_time,Watch_Hours,hour_of_day,duration,time_bucket
808915,37,Kwazulu Natal,black,Adult,male,1,1,201602,2016-02-20,7,Sat,1.233333,Weekend,February,SuperSport Blitz,05:34:00,0.020556,5,1899-12-31T00:01:14.000Z,Midnight (00:00–05:59)
808930,35,Limpopo,indian_asian,Adult,male,1,1,201602,2016-02-24,4,Wed,3.733333,Weekday,February,ICC Cricket World Cup 2011,08:33:00,0.062222,8,1899-12-31T00:03:44.000Z,Morning (06:00–11:59)
866251,30,Gauteng,black,Young Adult,male,1,1,201603,2016-03-10,5,Thu,4.516667,Weekday,March,Boomerang,19:13:00,0.075278,19,1899-12-31T00:04:31.000Z,Evening (17:00–23:59)
779369,36,Gauteng,black,Adult,male,1,1,201601,2016-01-18,2,Mon,13.316667,Weekday,January,CNN,13:06:00,0.221945,13,1899-12-31T00:13:19.000Z,Afternoon (12:00–16:59)
786055,25,Gauteng,white,Young Adult,female,1,1,201601,2016-01-19,3,Tue,1.050000,Weekday,January,Channel O,18:42:00,0.017500,18,1899-12-31T00:01:03.000Z,Evening (17:00–23:59)
771796,35,Western Cape,coloured,Adult,male,1,1,201602,2016-02-05,6,Fri,27.233333,Weekday,February,SuperSport Blitz,15:17:00,0.453889,15,1899-12-31T00:27:14.000Z,Afternoon (12:00–16:59)
939600,31,Gauteng,black,Young Adult,male,1,1,201603,2016-03-19,7,Sat,0.233333,Weekend,March,Africa Magic,02:07:00,0.003889,2,1899-12-31T00:00:14.000Z,Midnight (00:00–05:59)
939602,18,Eastern Cape,coloured,Teenager,male,1,1,201603,2016-03-28,2,Mon,5.000000,Weekday,March,Channel O,13:46:00,0.083333,13,1899-12-31T00:05:00.000Z,Afternoon (12:00–16:59)
808948,43,Western Cape,coloured,Adult,female,1,1,201602,2016-02-11,5,Thu,2.000000,Weekday,February,SuperSport Blitz,05:04:00,0.033333,5,1899-12-31T00:02:00.000Z,Midnight (00:00–05:59)
771816,31,Gauteng,black,Young Adult,male,1,1,201601,2016-01-01,6,Fri,1.316667,Weekday,January,SawSee,06:59:00,0.021945,6,1899-12-31T00:01:19.000Z,Morning (06:00–11:59)
808949,35,Kwazulu Natal,black,Adult,female,1,1,201602,2016-02-15,2,Mon,0.483333,Weekday,February,Africa Magic,17:52:00,0.008056,17,1899-12-31T00:00:29.500Z,Evening (17:00–23:59)
808950,18,Free State,black,Teenager,male,1,1,201603,2016-03-27,1,Sun,0.366667,Weekend,March,SuperSport Blitz,10:37:00,0.006111,10,1899-12-31T00:00:22.000Z,Morning (06:00–11:59)
1106137,39,Western Cape,coloured,Adult,male,1,1,201601,2016-01-08,6,Fri,2.533333,Weekday,January,E! Entertainment,21:02:00,0.042222,21,1899-12-31T00:02:32.000Z,Evening (17:00–23:59)
2255518,56,Gauteng,black,Middle-Aged,male,1,1,201602,2016-02-15,2,Mon,0.350000,Weekday,February,Break in transmission,05:24:00,0.005833,5,1899-12-31T00:00:21.000Z,Midnight (00:00–05:59)
771830,49,Gauteng,black,Adult,male,1,1,201601,2016-01-01,6,Fri,0.500000,Weekday,January,Trace TV,14:43:00,0.008333,14,1899-12-31T00:00:30.000Z,Afternoon (12:00–16:59)
988056,37,Western Cape,coloured,Adult,male,1,1,201603,2016-03-31,5,Thu,0.000000,Weekday,March,E! Entertainment,17:35:00,0.000000,17,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
2203312,54,Western Cape,coloured,Middle-Aged,male,1,1,201603,2016-03-31,5,Thu,0.366667,Weekday,March,Vuzu,20:46:00,0.006111,20,1899-12-31T00:00:22.500Z,Evening (17:00–23:59)
808965,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-15,2,Mon,0.500000,Weekday,February,Live Events,19:55:00,0.008333,19,1899-12-31T00:00:30.000Z,Evening (17:00–23:59)
788672,39,Gauteng,black,Adult,male,1,1,201602,2016-02-11,5,Thu,0.316667,Weekday,February,Boomerang,19:21:00,0.005278,19,1899-12-31T00:00:19.000Z,Evening (17:00–23:59)
786099,30,Gauteng,black,Young Adult,male,1,1,201602,2016-02-09,3,Tue,0.800000,Weekday,February,E! Entertainment,14:10:00,0.013333,14,1899-12-31T00:00:48.000Z,Afternoon (12:00–16:59)
808971,36,Gauteng,black,Adult,male,1,1,201602,2016-02-07,1,Sun,1.100000,Weekend,February,Boomerang,13:41:00,0.018334,13,1899-12-31T00:01:06.000Z,Afternoon (12:00–16:59)
2203323,43,Free State,black,Adult,male,1,1,201602,2016-02-27,7,Sat,5.116667,Weekend,February,Africa Magic,09:07:00,0.085277,9,1899-12-31T00:05:07.000Z,Morning (06:00–11:59)
866192,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-26,7,Sat,0.000000,Weekend,March,Vuzu,20:57:00,0.000000,20,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
771848,28,Gauteng,black,Young Adult,male,1,1,201602,2016-02-11,5,Thu,0.200000,Weekday,February,Break in transmission,11:39:00,0.003333,11,1899-12-31T00:00:12.000Z,Morning (06:00–11:59)
764355,24,Gauteng,white,Young Adult,male,1,1,201601,2016-01-22,6,Fri,0.150000,Weekday,January,Channel O,14:42:00,0.002500,14,1899-12-31T00:00:09.000Z,Afternoon (12:00–16:59)
2090526,52,Mpumalanga,black,Middle-Aged,male,1,1,201602,2016-02-21,1,Sun,1.350000,Weekend,February,Africa Magic,18:18:00,0.022500,18,1899-12-31T00:01:21.000Z,Evening (17:00–23:59)
778615,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-12,7,Sat,3.750000,Weekend,March,Channel O,15:45:00,0.062500,15,1899-12-31T00:03:45.000Z,Afternoon (12:00–16:59)
939662,23,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-30,4,Wed,2.166667,Weekday,March,ICC Cricket World Cup 2011,12:48:00,0.036111,12,1899-12-31T00:02:10.000Z,Afternoon (12:00–16:59)
2359724,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-21,1,Sun,5.633333,Weekend,February,ICC Cricket World Cup 2011,09:10:00,0.093889,9,1899-12-31T00:05:38.000Z,Morning (06:00–11:59)
2359724,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-26,6,Fri,2.600000,Weekday,February,ICC Cricket World Cup 2011,14:01:00,0.043333,14,1899-12-31T00:02:36.000Z,Afternoon (12:00–16:59)
2359724,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-13,7,Sat,2.400000,Weekend,February,Live Events,17:53:00,0.040000,17,1899-12-31T00:02:24.000Z,Evening (17:00–23:59)
904174,30,Limpopo,indian_asian,Young Adult,male,1,1,201603,2016-03-29,3,Tue,4.700000,Weekday,March,ICC Cricket World Cup 2011,16:58:00,0.078334,16,1899-12-31T00:04:42.000Z,Afternoon (12:00–16:59)
2285609,28,Kwazulu Natal,indian_asian,Young Adult,male,1,1,201603,2016-03-07,2,Mon,89.900000,Weekday,March,Trace TV,21:45:00,1.498333,21,1899-12-31T01:29:54.000Z,Evening (17:00–23:59)
793649,21,Limpopo,Unknown,Young Adult,female,1,1,201603,2016-03-30,4,Wed,11.500000,Weekday,March,Trace TV,07:28:00,0.191666,7,1899-12-31T00:11:30.000Z,Morning (06:00–11:59)
793649,21,Limpopo,Unknown,Young Adult,female,1,1,201603,2016-03-29,3,Tue,1.466667,Weekday,March,Africa Magic,15:54:00,0.024445,15,1899-12-31T00:01:28.500Z,Afternoon (12:00–16:59)
809000,47,Gauteng,black,Adult,male,1,1,201603,2016-03-04,6,Fri,0.900000,Weekday,March,CNN,07:17:00,0.015000,7,1899-12-31T00:00:54.000Z,Morning (06:00–11:59)
771876,25,North West,black,Young Adult,male,1,1,201602,2016-02-06,7,Sat,3.516667,Weekend,February,Cartoon Network,14:08:00,0.058611,14,1899-12-31T00:03:31.000Z,Afternoon (12:00–16:59)
939668,21,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-11,6,Fri,13.500000,Weekday,March,Channel O,06:29:00,0.225000,6,1899-12-31T00:13:30.000Z,Morning (06:00–11:59)
809010,31,Gauteng,coloured,Young Adult,male,1,1,201602,2016-02-16,3,Tue,4.500000,Weekday,February,Trace TV,09:44:00,0.075000,9,1899-12-31T00:04:30.000Z,Morning (06:00–11:59)
809011,48,Western Cape,coloured,Adult,male,1,1,201602,2016-02-20,7,Sat,0.000000,Weekend,February,SuperSport Blitz,14:30:00,0.000000,14,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
809018,31,Kwazulu Natal,black,Young Adult,male,1,1,201602,2016-02-17,4,Wed,2.150000,Weekday,February,Cartoon Network,22:03:00,0.035833,22,1899-12-31T00:02:09.000Z,Evening (17:00–23:59)
788728,35,Gauteng,black,Adult,male,1,1,201603,2016-03-15,3,Tue,0.300000,Weekday,March,ICC Cricket World Cup 2011,08:58:00,0.005000,8,1899-12-31T00:00:18.000Z,Morning (06:00–11:59)
1445,13,Northern Cape,coloured,Teenager,male,1,1,201602,2016-02-25,5,Thu,5.633333,Weekday,February,SuperSport Blitz,10:37:00,0.093889,10,1899-12-31T00:05:38.000Z,Morning (06:00–11:59)
880319,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-30,4,Wed,129.933333,Weekday,March,ICC Cricket World Cup 2011,11:07:00,2.165556,11,1899-12-31T02:09:56.000Z,Morning (06:00–11:59)
2090555,27,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-19,7,Sat,0.966667,Weekend,March,ICC Cricket World Cup 2011,10:54:00,0.016111,10,1899-12-31T00:00:58.000Z,Morning (06:00–11:59)
597268,28,Eastern Cape,black,Young Adult,male,1,1,201601,2016-01-08,6,Fri,1.450000,Weekday,January,Channel O,12:46:00,0.024167,12,1899-12-31T00:01:27.000Z,Afternoon (12:00–16:59)
771902,24,Gauteng,black,Young Adult,male,1,1,201601,2016-01-15,6,Fri,1.183333,Weekday,January,Africa Magic,18:35:00,0.019723,18,1899-12-31T00:01:11.000Z,Evening (17:00–23:59)
779485,25,North West,black,Young Adult,male,1,1,201602,2016-02-04,5,Thu,0.300000,Weekday,February,M-Net,21:35:00,0.005000,21,1899-12-31T00:00:18.000Z,Evening (17:00–23:59)
779485,25,North West,black,Young Adult,male,1,1,201601,2016-01-29,6,Fri,17.666667,Weekday,January,SuperSport Blitz,11:29:00,0.294444,11,1899-12-31T00:17:40.000Z,Morning (06:00–11:59)
736517,39,Mpumalanga,black,Adult,male,1,1,201601,2016-01-24,1,Sun,6.316667,Weekend,January,Africa Magic,08:15:00,0.105278,8,1899-12-31T00:06:19.500Z,Morning (06:00–11:59)
742848,25,Eastern Cape,black,Young Adult,male,1,1,201602,2016-02-09,3,Tue,0.666667,Weekday,February,SuperSport Blitz,19:10:00,0.011111,19,1899-12-31T00:00:40.000Z,Evening (17:00–23:59)
771048,19,Gauteng,Unknown,Teenager,male,1,1,201602,2016-02-05,6,Fri,0.883333,Weekday,February,Cartoon Network,21:58:00,0.014722,21,1899-12-31T00:00:53.000Z,Evening (17:00–23:59)
904274,23,Gauteng,Unknown,Young Adult,male,1,1,201603,2016-03-31,5,Thu,0.733333,Weekday,March,Africa Magic,08:04:00,0.012222,8,1899-12-31T00:00:44.500Z,Morning (06:00–11:59)
904274,23,Gauteng,Unknown,Young Adult,male,1,1,201603,2016-03-30,4,Wed,30.866667,Weekday,March,ICC Cricket World Cup 2011,11:57:00,0.514444,11,1899-12-31T00:30:52.000Z,Morning (06:00–11:59)
916065,16,North West,white,Teenager,male,1,1,201603,2016-03-26,7,Sat,6.833333,Weekend,March,ICC Cricket World Cup 2011,09:01:00,0.113889,9,1899-12-31T00:06:50.000Z,Morning (06:00–11:59)
809047,50,Western Cape,Unknown,Middle-Aged,female,1,1,201603,2016-03-31,5,Thu,2.750000,Weekday,March,Trace TV,21:42:00,0.045833,21,1899-12-31T00:02:45.000Z,Evening (17:00–23:59)
939717,27,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-29,3,Tue,2.100000,Weekday,March,Trace TV,20:22:00,0.035000,20,1899-12-31T00:02:06.000Z,Evening (17:00–23:59)
904299,9,Free State,indian_asian,Kids,male,1,1,201603,2016-03-25,6,Fri,90.433333,Weekday,March,ICC Cricket World Cup 2011,15:32:00,1.507222,15,1899-12-31T01:30:26.000Z,Afternoon (12:00–16:59)
817331,16,Gauteng,black,Teenager,male,1,1,201602,2016-02-25,5,Thu,16.000000,Weekday,February,Channel O,12:36:00,0.266667,12,1899-12-31T00:16:00.000Z,Afternoon (12:00–16:59)
2368568,49,Kwazulu Natal,indian_asian,Adult,male,1,1,201603,2016-03-18,6,Fri,7.833333,Weekday,March,CNN,07:14:00,0.130556,7,1899-12-31T00:07:50.000Z,Morning (06:00–11:59)
2368568,49,Kwazulu Natal,indian_asian,Adult,male,1,1,201603,2016-03-19,7,Sat,2.016667,Weekend,March,CNN,18:36:00,0.033611,18,1899-12-31T00:02:01.000Z,Evening (17:00–23:59)
2368568,49,Kwazulu Natal,indian_asian,Adult,male,1,1,201603,2016-03-20,1,Sun,0.000000,Weekend,March,Live Events,16:29:00,0.000000,16,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
809056,43,Western Cape,coloured,Adult,male,1,1,201602,2016-02-15,2,Mon,1.900000,Weekday,February,E! Entertainment,15:50:00,0.031667,15,1899-12-31T00:01:54.000Z,Afternoon (12:00–16:59)
793693,25,Gauteng,black,Young Adult,male,1,1,201602,2016-02-15,2,Mon,1.216667,Weekday,February,SawSee,06:37:00,0.020278,6,1899-12-31T00:01:13.000Z,Morning (06:00–11:59)
771927,36,Western Cape,Unknown,Adult,female,1,1,201601,2016-01-31,1,Sun,18.233333,Weekend,January,Live Events,09:08:00,0.303889,9,1899-12-31T00:18:14.000Z,Morning (06:00–11:59)
771927,36,Western Cape,Unknown,Adult,female,1,1,201602,2016-02-01,2,Mon,289.000000,Weekday,February,Live Events,08:12:00,4.816667,8,1899-12-31T04:49:00.000Z,Morning (06:00–11:59)
432894,35,Mpumalanga,black,Adult,female,1,1,201601,2016-01-08,6,Fri,0.000000,Weekday,January,SuperSport Blitz,03:10:00,0.000000,3,1899-12-31T00:00:00.000Z,Midnight (00:00–05:59)
930123,31,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-31,5,Thu,21.533333,Weekday,March,SuperSport Blitz,19:52:00,0.358889,19,1899-12-31T00:21:32.000Z,Evening (17:00–23:59)
820491,48,Gauteng,black,Adult,male,1,1,201603,2016-03-01,3,Tue,0.466667,Weekday,March,Live Events,04:12:00,0.007778,4,1899-12-31T00:00:28.000Z,Midnight (00:00–05:59)
809076,27,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-12,7,Sat,5.000000,Weekend,March,ICC Cricket World Cup 2011,11:09:00,0.083333,11,1899-12-31T00:05:00.000Z,Morning (06:00–11:59)
819358,39,Western Cape,white,Adult,male,1,1,201602,2016-02-26,6,Fri,0.750000,Weekday,February,Trace TV,20:38:00,0.012500,20,1899-12-31T00:00:45.000Z,Evening (17:00–23:59)
819358,39,Western Cape,white,Adult,male,1,1,201603,2016-03-19,7,Sat,3.333333,Weekend,March,Live Events,16:24:00,0.055556,16,1899-12-31T00:03:20.000Z,Afternoon (12:00–16:59)
788788,40,Kwazulu Natal,black,Adult,male,1,1,201602,2016-02-03,4,Wed,4.133333,Weekday,February,Africa Magic,17:41:00,0.068889,17,1899-12-31T00:04:08.000Z,Evening (17:00–23:59)
820513,13,Western Cape,black,Teenager,male,1,1,201603,2016-03-16,4,Wed,0.900000,Weekday,March,Channel O,20:25:00,0.015000,20,1899-12-31T00:00:54.000Z,Evening (17:00–23:59)
820513,13,Western Cape,black,Teenager,male,1,1,201603,2016-03-21,2,Mon,1.300000,Weekday,March,Channel O,20:38:00,0.021667,20,1899-12-31T00:01:18.000Z,Evening (17:00–23:59)
939766,22,Gauteng,black,Young Adult,male,1,1,201603,2016-03-21,2,Mon,39.250000,Weekday,March,Trace TV,22:48:00,0.654167,22,1899-12-31T00:39:15.000Z,Evening (17:00–23:59)
866310,35,Gauteng,black,Adult,male,1,1,201603,2016-03-13,1,Sun,19.800000,Weekend,March,Live Events,16:44:00,0.330000,16,1899-12-31T00:19:48.000Z,Afternoon (12:00–16:59)
786206,15,Gauteng,indian_asian,Teenager,male,1,1,201601,2016-01-29,6,Fri,10.516667,Weekday,January,Cartoon Network,15:27:00,0.175278,15,1899-12-31T00:10:31.000Z,Afternoon (12:00–16:59)
889100,39,Gauteng,black,Adult,male,1,1,201603,2016-03-24,5,Thu,0.000000,Weekday,March,Live Events,12:34:00,0.000000,12,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
809102,34,Kwazulu Natal,indian_asian,Young Adult,male,1,1,201602,2016-02-20,7,Sat,19.733333,Weekend,February,Boomerang,18:38:00,0.328889,18,1899-12-31T00:19:44.000Z,Evening (17:00–23:59)
930171,22,Northern Cape,coloured,Young Adult,male,1,1,201603,2016-03-28,2,Mon,0.000000,Weekday,March,Live Events,21:35:00,0.000000,21,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
892644,18,Gauteng,black,Teenager,male,1,1,201603,2016-03-19,7,Sat,4.150000,Weekend,March,Channel O,16:06:00,0.069167,16,1899-12-31T00:04:09.000Z,Afternoon (12:00–16:59)
939792,23,Eastern Cape,indian_asian,Young Adult,male,1,1,201603,2016-03-27,1,Sun,0.900000,Weekend,March,Cartoon Network,14:40:00,0.015000,14,1899-12-31T00:00:54.000Z,Afternoon (12:00–16:59)
809117,39,Western Cape,black,Adult,female,1,1,201603,2016-03-01,3,Tue,0.600000,Weekday,March,Channel O,16:11:00,0.010000,16,1899-12-31T00:00:36.000Z,Afternoon (12:00–16:59)
771974,23,Eastern Cape,black,Young Adult,male,1,1,201602,2016-02-02,3,Tue,2.400000,Weekday,February,Channel O,10:28:00,0.040000,10,1899-12-31T00:02:24.000Z,Morning (06:00–11:59)
771978,23,Kwazulu Natal,black,Young Adult,male,1,1,201602,2016-02-05,6,Fri,0.516667,Weekday,February,Boomerang,03:06:00,0.008611,3,1899-12-31T00:00:31.000Z,Midnight (00:00–05:59)
892661,22,Eastern Cape,black,Young Adult,male,1,1,201603,2016-03-12,7,Sat,1.633333,Weekend,March,Cartoon Network,17:30:00,0.027223,17,1899-12-31T00:01:38.000Z,Evening (17:00–23:59)
1106425,27,Gauteng,black,Young Adult,male,1,1,201603,2016-03-12,7,Sat,42.750000,Weekend,March,Boomerang,14:56:00,0.712500,14,1899-12-31T00:42:45.000Z,Afternoon (12:00–16:59)
596302,50,Gauteng,white,Middle-Aged,male,1,1,201601,2016-01-03,1,Sun,1.316667,Weekend,January,SawSee,19:56:00,0.021945,19,1899-12-31T00:01:19.000Z,Evening (17:00–23:59)
831909,24,Gauteng,black,Young Adult,male,1,1,201601,2016-01-22,6,Fri,0.550000,Weekday,January,Trace TV,18:24:00,0.009167,18,1899-12-31T00:00:33.000Z,Evening (17:00–23:59)
2091688,34,Gauteng,black,Young Adult,male,1,1,201602,2016-02-13,7,Sat,0.733333,Weekend,February,Boomerang,16:18:00,0.012222,16,1899-12-31T00:00:44.000Z,Afternoon (12:00–16:59)
2368689,32,Gauteng,black,Young Adult,male,1,1,201601,2016-01-10,1,Sun,3.466667,Weekend,January,Africa Magic,21:31:00,0.057778,21,1899-12-31T00:03:28.500Z,Evening (17:00–23:59)
2414971,32,Gauteng,white,Young Adult,male,1,1,201601,2016-01-27,4,Wed,0.166667,Weekday,January,Boomerang,10:52:00,0.002778,10,1899-12-31T00:00:10.000Z,Morning (06:00–11:59)
2414971,32,Gauteng,white,Young Adult,male,1,1,201601,2016-01-25,2,Mon,1.033333,Weekday,January,Live Events,08:54:00,0.017223,8,1899-12-31T00:01:02.000Z,Morning (06:00–11:59)
2414971,32,Gauteng,white,Young Adult,male,1,1,201601,2016-01-22,6,Fri,0.116667,Weekday,January,Africa Magic,13:51:00,0.001944,13,1899-12-31T00:00:07.000Z,Afternoon (12:00–16:59)
802478,24,Western Cape,white,Young Adult,male,1,1,201603,2016-03-21,2,Mon,0.666667,Weekday,March,SawSee,11:41:00,0.011111,11,1899-12-31T00:00:40.000Z,Morning (06:00–11:59)
809151,27,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-18,5,Thu,0.133333,Weekday,February,Vuzu,08:41:00,0.002222,8,1899-12-31T00:00:08.000Z,Morning (06:00–11:59)
779576,22,Kwazulu Natal,Unknown,Young Adult,male,1,1,201601,2016-01-20,4,Wed,0.400000,Weekday,January,Boomerang,06:07:00,0.006667,6,1899-12-31T00:00:24.000Z,Morning (06:00–11:59)
779576,22,Kwazulu Natal,Unknown,Young Adult,male,1,1,201601,2016-01-18,2,Mon,1.950000,Weekday,January,Trace TV,21:10:00,0.032500,21,1899-12-31T00:01:57.000Z,Evening (17:00–23:59)
809158,28,Gauteng,indian_asian,Young Adult,male,1,1,201602,2016-02-21,1,Sun,85.433333,Weekend,February,ICC Cricket World Cup 2011,11:02:00,1.423889,11,1899-12-31T01:25:26.000Z,Morning (06:00–11:59)
809158,28,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-30,4,Wed,165.466667,Weekday,March,ICC Cricket World Cup 2011,17:00:00,2.757778,17,1899-12-31T02:45:28.000Z,Evening (17:00–23:59)
788854,28,Limpopo,coloured,Young Adult,male,1,1,201602,2016-02-03,4,Wed,1.550000,Weekday,February,Channel O,20:26:00,0.025834,20,1899-12-31T00:01:33.000Z,Evening (17:00–23:59)
809165,40,Gauteng,white,Adult,male,1,1,201601,2016-01-19,3,Tue,1.666667,Weekday,January,SuperSport Blitz,18:36:00,0.027778,18,1899-12-31T00:01:40.000Z,Evening (17:00–23:59)
772000,39,Mpumalanga,black,Adult,male,1,1,201601,2016-01-24,1,Sun,2.066667,Weekend,January,Live Events,19:00:00,0.034444,19,1899-12-31T00:02:04.000Z,Evening (17:00–23:59)
820609,25,Free State,Unknown,Young Adult,male,1,1,201602,2016-02-25,5,Thu,1.133333,Weekday,February,Live Events,17:16:00,0.018889,17,1899-12-31T00:01:08.000Z,Evening (17:00–23:59)
773728,36,Gauteng,Unknown,Adult,male,1,1,201602,2016-02-06,7,Sat,0.383333,Weekend,February,Boomerang,16:28:00,0.006389,16,1899-12-31T00:00:23.000Z,Afternoon (12:00–16:59)
610413,64,Eastern Cape,black,Middle-Aged,female,1,1,201601,2016-01-13,4,Wed,44.450000,Weekday,January,Trace TV,20:19:00,0.740833,20,1899-12-31T00:44:27.000Z,Evening (17:00–23:59)
892698,48,Western Cape,indian_asian,Adult,female,1,1,201603,2016-03-24,5,Thu,0.066667,Weekday,March,Live Events,09:56:00,0.001111,9,1899-12-31T00:00:04.000Z,Morning (06:00–11:59)
652906,43,Western Cape,coloured,Adult,male,1,1,201601,2016-01-18,2,Mon,1.500000,Weekday,January,Live Events,17:11:00,0.025000,17,1899-12-31T00:01:30.000Z,Evening (17:00–23:59)
2393200,31,Free State,Unknown,Young Adult,male,1,1,201603,2016-03-22,3,Tue,2.400000,Weekday,March,Boomerang,14:55:00,0.040000,14,1899-12-31T00:02:24.000Z,Afternoon (12:00–16:59)
803732,43,Kwazulu Natal,indian_asian,Adult,male,1,1,201601,2016-01-13,4,Wed,15.266667,Weekday,January,SuperSport Blitz,20:01:00,0.254444,20,1899-12-31T00:15:16.000Z,Evening (17:00–23:59)
892729,32,Gauteng,black,Young Adult,female,1,1,201603,2016-03-20,1,Sun,0.933333,Weekend,March,Live Events,07:28:00,0.015556,7,1899-12-31T00:00:56.000Z,Morning (06:00–11:59)
820653,36,Gauteng,black,Adult,male,1,1,201603,2016-03-19,7,Sat,8.650000,Weekend,March,Channel O,05:34:00,0.144166,5,1899-12-31T00:08:39.000Z,Midnight (00:00–05:59)
880514,26,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-24,5,Thu,5.000000,Weekday,March,Live Events,13:53:00,0.083333,13,1899-12-31T00:05:00.000Z,Afternoon (12:00–16:59)
803748,35,Eastern Cape,indian_asian,Adult,male,1,1,201602,2016-02-19,6,Fri,12.266667,Weekday,February,ICC Cricket World Cup 2011,16:33:00,0.204444,16,1899-12-31T00:12:16.000Z,Afternoon (12:00–16:59)
2393231,25,Gauteng,black,Young Adult,male,1,1,201602,2016-02-20,7,Sat,15.666667,Weekend,February,Live Events,16:46:00,0.261111,16,1899-12-31T00:15:40.000Z,Afternoon (12:00–16:59)
830980,42,Kwazulu Natal,indian_asian,Adult,male,1,1,201603,2016-03-04,6,Fri,0.733333,Weekday,March,E! Entertainment,11:46:00,0.012222,11,1899-12-31T00:00:44.000Z,Morning (06:00–11:59)
2203607,54,Western Cape,coloured,Middle-Aged,male,1,1,201602,2016-02-07,1,Sun,4.400000,Weekend,February,Africa Magic,15:48:00,0.073334,15,1899-12-31T00:04:24.000Z,Afternoon (12:00–16:59)
2203607,54,Western Cape,coloured,Middle-Aged,male,1,1,201602,2016-02-17,4,Wed,5.066667,Weekday,February,SuperSport Blitz,21:02:00,0.084444,21,1899-12-31T00:05:04.000Z,Evening (17:00–23:59)
115518,36,Gauteng,black,Adult,male,1,1,201603,2016-03-05,7,Sat,1.800000,Weekend,March,E! Entertainment,17:41:00,0.030000,17,1899-12-31T00:01:48.000Z,Evening (17:00–23:59)
788922,52,Western Cape,coloured,Middle-Aged,male,1,1,201602,2016-02-27,7,Sat,1.866667,Weekend,February,ICC Cricket World Cup 2011,16:06:00,0.031111,16,1899-12-31T00:01:52.000Z,Afternoon (12:00–16:59)
809230,39,Gauteng,black,Adult,male,1,1,201601,2016-01-12,3,Tue,4.283333,Weekday,January,Africa Magic,20:33:00,0.071389,20,1899-12-31T00:04:17.500Z,Evening (17:00–23:59)
809231,45,Gauteng,black,Adult,male,1,1,201602,2016-02-22,2,Mon,3.733333,Weekday,February,CNN,13:13:00,0.062222,13,1899-12-31T00:03:44.000Z,Afternoon (12:00–16:59)
809231,45,Gauteng,black,Adult,male,1,1,201603,2016-03-23,4,Wed,3.466667,Weekday,March,CNN,08:45:00,0.057778,8,1899-12-31T00:03:28.000Z,Morning (06:00–11:59)
832021,32,Gauteng,black,Young Adult,female,1,1,201603,2016-03-01,3,Tue,0.233333,Weekday,March,Cartoon Network,13:11:00,0.003889,13,1899-12-31T00:00:14.000Z,Afternoon (12:00–16:59)
939912,49,Western Cape,black,Adult,male,1,1,201603,2016-03-29,3,Tue,7.300000,Weekday,March,E! Entertainment,21:26:00,0.121667,21,1899-12-31T00:07:18.000Z,Evening (17:00–23:59)
69889,33,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-06,1,Sun,4.716667,Weekend,March,Boomerang,17:54:00,0.078611,17,1899-12-31T00:04:43.000Z,Evening (17:00–23:59)
788936,22,Limpopo,black,Young Adult,male,1,1,201603,2016-03-19,7,Sat,16.400000,Weekend,March,Channel O,16:06:00,0.273334,16,1899-12-31T00:16:24.000Z,Afternoon (12:00–16:59)
2368852,35,Mpumalanga,black,Adult,male,1,1,201602,2016-02-01,2,Mon,11.183333,Weekday,February,Cartoon Network,14:39:00,0.186389,14,1899-12-31T00:11:11.000Z,Afternoon (12:00–16:59)
809245,35,Western Cape,coloured,Adult,male,1,1,201603,2016-03-24,5,Thu,2.566667,Weekday,March,Live Events,17:24:00,0.042777,17,1899-12-31T00:02:34.000Z,Evening (17:00–23:59)
163109,21,Western Cape,Unknown,Young Adult,male,1,1,201603,2016-03-31,5,Thu,2.850000,Weekday,March,Channel O,11:41:00,0.047500,11,1899-12-31T00:02:51.000Z,Morning (06:00–11:59)
